city,state_id,state,county,lat,lng,population,density
Grant,MN,Minnesota,Washington,45.0825,-92.909,3966,63.2
Spurgeon,TN,Tennessee,Washington,36.443,-82.4621,3966,418.1
Ainaloa,HI,Hawaii,Hawaii,19.5215,-154.9944,3963,709.1
Weston,WV,West Virginia,Lewis,39.0391,-80.4616,3963,771.4
Weaverville,CA,California,Trinity,40.7407,-122.929,3962,99.2
South Russell,OH,Ohio,Geauga,41.4318,-81.3352,3962,381.5
St. Charles,MN,Minnesota,Winona,43.9687,-92.0593,3962,380.1
Highland-on-the-Lake,NY,New York,Erie,42.7012,-78.9819,3962,748.4
Cozad,NE,Nebraska,Dawson,40.8613,-99.9863,3960,557.3
Clifton Knolls-Mill Creek,NY,New York,Saratoga,42.8482,-73.8082,3958,904.0
Vidalia,LA,Louisiana,Concordia,31.5668,-91.4404,3955,573.6
Pine Level,AL,Alabama,Autauga,32.5785,-86.4523,3955,55.5
Metter,GA,Georgia,Candler,32.3958,-82.0621,3954,204.0
Ball,LA,Louisiana,Rapides,31.4188,-92.4084,3954,192.9
Tiptonville,TN,Tennessee,Lake,36.3871,-89.4712,3953,603.1
Newport,MN,Minnesota,Washington,44.8743,-92.9975,3951,391.0
Coronita,CA,California,Riverside,33.876,-117.6109,3950,2544.2
Madeira Beach,FL,Florida,Pinellas,27.7985,-82.7887,3947,1692.1
Montpelier,OH,Ohio,Williams,41.5817,-84.5968,3947,525.8
Trappe,PA,Pennsylvania,Montgomery,40.1991,-75.4754,3946,686.4
Algood,TN,Tennessee,Putnam,36.2,-85.4468,3945,416.9
Wahneta,FL,Florida,Polk,27.9574,-81.7287,3943,677.2
Portland,MI,Michigan,Ionia,42.8697,-84.8991,3940,577.2
Citronelle,AL,Alabama,Mobile,31.0952,-88.2467,3940,58.5
Dell Rapids,SD,South Dakota,Minnehaha,43.8244,-96.7143,3940,629.9
Sullivan City,TX,Texas,Hidalgo,26.2752,-98.5644,3940,450.4
Rochester,IL,Illinois,Sangamon,39.7488,-89.5436,3940,551.3
Warminster Heights,PA,Pennsylvania,Bucks,40.1884,-75.0841,3937,2282.6
Duncan,SC,South Carolina,Spartanburg,34.9342,-82.1443,3937,260.2
Baden,PA,Pennsylvania,Beaver,40.6396,-80.2228,3937,668.0
Windber,PA,Pennsylvania,Somerset,40.2355,-78.8247,3936,756.4
Camdenton,MO,Missouri,Camden,38.0121,-92.7499,3936,287.4
Melwood,MD,Maryland,Prince George's,38.8024,-76.8419,3935,535.4
Lancaster,WI,Wisconsin,Grant,42.8473,-90.7065,3930,478.1
Dillon,MT,Montana,Beaverhead,45.218,-112.6345,3930,881.4
North Richmond,CA,California,Contra Costa,37.9641,-122.3711,3928,1183.1
Manhasset Hills,NY,New York,Nassau,40.7592,-73.6809,3928,2486.7
Port Reading,NJ,New Jersey,Middlesex,40.5685,-74.2469,3928,776.2
Bellaire,OH,Ohio,Belmont,40.0176,-80.7469,3927,947.8
Oregon,IL,Illinois,Ogle,42.0132,-89.3354,3927,750.8
Williamstown,KY,Kentucky,Grant,38.6415,-84.5675,3926,90.4
Carroll Valley,PA,Pennsylvania,Adams,39.7499,-77.3805,3926,281.6
Santa Venetia,CA,California,Marin,38.0056,-122.5033,3926,410.0
Pine Island,MN,Minnesota,Goodhue,44.1968,-92.6166,3924,233.9
Lewisburg,WV,West Virginia,Greenbrier,37.8096,-80.4327,3923,391.6
Raymond,WI,Wisconsin,Racine,42.8003,-88.0118,3923,42.7
Livingston,TN,Tennessee,Overton,36.3875,-85.3265,3922,240.7
Oaklyn,NJ,New Jersey,Camden,39.9023,-75.0813,3922,2438.3
Austin,IN,Indiana,Scott,38.7417,-85.8117,3921,558.6
Mulberry,FL,Florida,Polk,27.9058,-81.9873,3920,258.2
Smithville,TX,Texas,Bastrop,30.0082,-97.152,3920,431.6
Manning,SC,South Carolina,Clarendon,33.6933,-80.2167,3919,516.2
Kittanning,PA,Pennsylvania,Armstrong,40.8279,-79.5233,3919,1453.6
Seven Lakes,NC,North Carolina,Moore,35.2647,-79.5865,3919,204.3
Lincoln,ID,Idaho,Bonneville,43.5183,-111.9692,3919,838.8
Morrison,IL,Illinois,Whiteside,41.8076,-89.9616,3918,590.4
Benton Heights,MI,Michigan,Berrien,42.1211,-86.4137,3917,415.3
Fairbury,NE,Nebraska,Jefferson,40.1448,-97.1764,3916,556.8
Stanley,NC,North Carolina,Gaston,35.3552,-81.0938,3911,534.8
Baxter Springs,KS,Kansas,Cherokee,37.0195,-94.7351,3910,482.9
Highland Acres,DE,Delaware,Kent,39.1163,-75.5216,3910,1012.3
Mount Repose,OH,Ohio,Clermont,39.1907,-84.2197,3910,689.0
Indian Head,MD,Maryland,Charles,38.5987,-77.1555,3909,1194.0
Ahtanum,WA,Washington,Yakima,46.5573,-120.6138,3906,178.6
Clifton,AZ,Arizona,Greenlee,33.0249,-109.2883,3903,97.4
Frazer,PA,Pennsylvania,Chester,40.0374,-75.556,3903,633.9
Elm Creek,TX,Texas,Maverick,28.7783,-100.491,3902,471.8
Pleasant Run Farm,OH,Ohio,Hamilton,39.3016,-84.5493,3902,1500.7
Centerville,MN,Minnesota,Anoka,45.164,-93.054,3899,727.8
Punta Santiago,PR,Puerto Rico,Humacao,18.1619,-65.7584,3899,971.8
Emigsville,PA,Pennsylvania,York,40.0077,-76.7303,3899,1080.5
Lake of the Woods,AZ,Arizona,Navajo,34.1547,-109.9936,3897,355.6
Hephzibah,GA,Georgia,Richmond,33.2906,-82.0994,3896,78.5
McGehee,AR,Arkansas,Desha,33.6278,-91.3953,3895,215.7
Northumberland,PA,Pennsylvania,Northumberland,40.8966,-76.7933,3895,894.9
Irwin,PA,Pennsylvania,Westmoreland,40.325,-79.6996,3894,1740.9
Putnam Lake,NY,New York,Putnam,41.4737,-73.5507,3893,334.3
Wintersville,OH,Ohio,Jefferson,40.3791,-80.7095,3892,473.8
Valley Springs,CA,California,Calaveras,38.1694,-120.826,3891,376.1
Madill,OK,Oklahoma,Marshall,34.0872,-96.7744,3889,347.7
St. Joseph,IL,Illinois,Champaign,40.114,-88.0354,3888,751.4
Holly Ridge,NC,North Carolina,Onslow,34.4953,-77.527,3888,256.1
Laurel,DE,Delaware,Sussex,38.5691,-75.5689,3886,601.7
Troy,TX,Texas,Bell,31.2,-97.3019,3886,250.8
Wildwood Lake,TN,Tennessee,Bradley,35.0893,-84.8512,3885,116.0
Brookland,AR,Arkansas,Craighead,35.8991,-90.5767,3884,172.8
Pearl River,MS,Mississippi,Neshoba,32.7889,-89.2384,3884,49.9
Village Green,NY,New York,Onondaga,43.1323,-76.3108,3883,1238.3
Plain City,OH,Ohio,Madison,40.1066,-83.2686,3882,560.0
Upland,IN,Indiana,Grant,40.4639,-85.5008,3882,455.4
Eastwood,LA,Louisiana,Bossier,32.5607,-93.5625,3882,235.1
Carrollton,KY,Kentucky,Carroll,38.6799,-85.1658,3881,721.9
Whitmore Village,HI,Hawaii,Honolulu,21.5119,-158.0274,3881,1596.2
Richwood,NJ,New Jersey,Gloucester,39.7139,-75.1731,3878,172.9
Deephaven,MN,Minnesota,Hennepin,44.9318,-93.5293,3878,648.3
Rocky Ford,CO,Colorado,Otero,38.0499,-103.7225,3876,881.6
Santa Bárbara,PR,Puerto Rico,Canóvanas,18.3954,-65.9172,3876,2335.2
Zelienople,PA,Pennsylvania,Butler,40.7886,-80.1428,3874,694.8
Meadowbrook,CA,California,Riverside,33.7253,-117.2851,3874,241.9
Kelseyville,CA,California,Lake,38.9704,-122.8328,3873,489.5
Mountain Home,NC,North Carolina,Henderson,35.3708,-82.5021,3873,445.6
Cresco,IA,Iowa,Howard,43.3718,-92.1163,3872,433.7
Glennville,GA,Georgia,Tattnall,31.9379,-81.9305,3871,278.3
Benson,NC,North Carolina,Johnston,35.386,-78.5437,3871,529.0
Marshall,IL,Illinois,Clark,39.3986,-87.69,3870,380.7
Mountain Green,UT,Utah,Morgan,41.1476,-111.7901,3870,263.5
West Point,GA,Georgia,Troup,32.8937,-85.1453,3869,127.8
Hauula,HI,Hawaii,Honolulu,21.6111,-157.9118,3869,1099.9
Kiel,WI,Wisconsin,Manitowoc,43.9167,-88.0266,3867,553.1
Riverside,MO,Missouri,Platte,39.1703,-94.6306,3866,239.0
Ravenswood,WV,West Virginia,Jackson,38.9561,-81.7619,3866,780.8
Nichols Hills,OK,Oklahoma,Oklahoma,35.5468,-97.5445,3866,765.5
Pennsburg,PA,Pennsylvania,Montgomery,40.3936,-75.4965,3866,1860.8
Placitas,NM,New Mexico,Sandoval,35.3226,-106.4437,3863,59.1
Gibson,AR,Arkansas,Pulaski,34.8923,-92.2341,3863,381.7
Aledo,IL,Illinois,Mercer,41.199,-90.7459,3860,591.0
Parkesburg,PA,Pennsylvania,Chester,39.9593,-75.9177,3859,1190.3
Cockrell Hill,TX,Texas,Dallas,32.7382,-96.8885,3858,2786.4
Butte,AK,Alaska,Matanuska-Susitna,61.5539,-149.0035,3857,44.4
Florence,CO,Colorado,Fremont,38.3836,-105.1114,3857,353.3
Fort Gibson,OK,Oklahoma,Muskogee,35.7763,-95.2602,3855,114.6
Port Monmouth,NJ,New Jersey,Monmouth,40.4338,-74.1009,3852,1086.2
Cisco,TX,Texas,Eastland,32.3848,-98.9805,3851,295.0
Hawaiian Ocean View,HI,Hawaii,Hawaii,19.0959,-155.775,3851,51.1
West Nyack,NY,New York,Rockland,41.0907,-73.9714,3848,524.4
Tierra Verde,FL,Florida,Pinellas,27.6687,-82.7299,3847,1251.5
West Liberty,IA,Iowa,Muscatine,41.5727,-91.2623,3847,819.4
Elim,PA,Pennsylvania,Cambria,40.2989,-78.943,3846,696.3
Shrewsbury,PA,Pennsylvania,York,39.7714,-76.6799,3846,820.6
Williamston,MI,Michigan,Ingham,42.6834,-84.2836,3845,619.9
High Point,FL,Florida,Hernando,28.5475,-82.5206,3845,308.6
Clayton,DE,Delaware,Kent,39.2849,-75.6366,3845,672.7
Lancaster,KY,Kentucky,Garrard,37.6148,-84.5815,3845,649.6
Woodlawn,OH,Ohio,Hamilton,39.2556,-84.471,3844,508.7
Emerald Isle,NC,North Carolina,Carteret,34.6648,-77.0292,3844,289.5
Wyboo,SC,South Carolina,Clarendon,33.5613,-80.2148,3844,103.9
Kutztown University,PA,Pennsylvania,Berks,40.5103,-75.7851,3843,3416.4
Southport,NC,North Carolina,Brunswick,33.9411,-78.0205,3842,372.3
Brookmont,MD,Maryland,Montgomery,38.9546,-77.1292,3841,1155.9
South Blooming Grove,NY,New York,Orange,41.3735,-74.179,3841,261.7
Frackville,PA,Pennsylvania,Schuylkill,40.7833,-76.2329,3841,2358.0
Northlake,SC,South Carolina,Anderson,34.5691,-82.6838,3840,343.7
Amite City,LA,Louisiana,Tangipahoa,30.7323,-90.5133,3840,444.0
Dwight,IL,Illinois,Livingston,41.0983,-88.4249,3840,447.0
Norwood Young America,MN,Minnesota,Carver,44.7721,-93.9192,3838,580.3
Colonial Beach,VA,Virginia,Westmoreland,38.2567,-76.9777,3838,566.3
Elroy,NC,North Carolina,Wayne,35.3308,-77.9226,3837,243.0
Eldorado,IL,Illinois,Saline,37.8114,-88.4415,3836,617.0
Coal Valley,IL,Illinois,Rock Island,41.4416,-90.4462,3835,465.5
Hahnville,LA,Louisiana,St. Charles,29.9641,-90.4141,3835,250.7
Anthony,TX,Texas,El Paso,31.9876,-106.5933,3834,314.7
Pinch,WV,West Virginia,Kanawha,38.4062,-81.481,3834,385.1
Navy,VA,Virginia,Fairfax,38.8882,-77.3907,3832,1212.9
Bonanza,GA,Georgia,Clayton,33.4589,-84.3379,3832,1427.8
Wingate,NC,North Carolina,Union,34.9859,-80.448,3830,771.0
Booneville,AR,Arkansas,Logan,35.1392,-93.9178,3828,374.2
Marshall,WI,Wisconsin,Dane,43.1726,-89.0613,3824,722.3
Glen Raven,NC,North Carolina,Alamance,36.1246,-79.4649,3824,406.8
Hesston,KS,Kansas,Harvey,38.1401,-97.427,3823,438.2
Bunker Hill Village,TX,Texas,Harris,29.7647,-95.5317,3821,1057.2
Blennerhassett,WV,West Virginia,Wood,39.2562,-81.6316,3820,308.1
Bluffton,OH,Ohio,Allen,40.8912,-83.8887,3820,425.5
Boyne City,MI,Michigan,Charlevoix,45.2136,-85.0132,3819,360.6
York Harbor,ME,Maine,York,43.1435,-70.649,3819,419.6
Thompsonville,PA,Pennsylvania,Washington,40.2802,-80.1205,3817,677.6
Westhampton,NY,New York,Suffolk,40.8325,-72.6616,3816,94.8
Clyde,TX,Texas,Callahan,32.4056,-99.5039,3816,450.1
Gentry,AR,Arkansas,Benton,36.2571,-94.4908,3816,295.7
Waukon,IA,Iowa,Allamakee,43.2686,-91.4785,3815,498.7
White Bluff,TN,Tennessee,Dickson,36.1005,-87.2117,3815,219.7
North Hudson,WI,Wisconsin,St. Croix,44.9973,-92.7564,3814,941.6
Beechwood,MS,Mississippi,Warren,32.3303,-90.819,3814,185.3
Hazel Green,AL,Alabama,Madison,34.9236,-86.5671,3811,139.7
Pulaski,WI,Wisconsin,Brown,44.6684,-88.2351,3811,475.1
Oakhurst,NJ,New Jersey,Monmouth,40.2607,-74.0263,3810,834.3
Newcomerstown,OH,Ohio,Tuscarawas,40.2762,-81.5949,3809,551.1
Basalt,CO,Colorado,Eagle,39.3663,-107.0413,3802,764.1
Bayport,MN,Minnesota,Washington,45.0152,-92.7789,3801,837.2
Denver,PA,Pennsylvania,Lancaster,40.2326,-76.1392,3800,1161.1
Bishop,CA,California,Inyo,37.3665,-118.3958,3800,776.2
Rosita,TX,Texas,Maverick,28.6244,-100.4287,3799,171.2
Amberley,OH,Ohio,Hamilton,39.2035,-84.4283,3798,391.5
Merchantville,NJ,New Jersey,Camden,39.9502,-75.0504,3797,2408.6
Watergate,FL,Florida,Palm Beach,26.3359,-80.2125,3797,3395.8
Carter Lake,IA,Iowa,Pottawattamie,41.2884,-95.9171,3796,817.4
North El Monte,CA,California,Los Angeles,34.1029,-118.0239,3796,3366.8
Grayson,KY,Kentucky,Carter,38.3317,-82.9371,3795,545.1
Cottondale,AL,Alabama,Tuscaloosa,33.1923,-87.4543,3793,372.8
Unicoi,TN,Tennessee,Unicoi,36.2217,-82.3292,3793,85.2
Kimberly,AL,Alabama,Jefferson,33.7758,-86.7964,3792,233.9
Oronoque,CT,Connecticut,Fairfield,41.2527,-73.1089,3790,647.6
Washington,GA,Georgia,Wilkes,33.7355,-82.7426,3786,197.9
Camden,DE,Delaware,Kent,39.099,-75.5571,3786,363.7
Golf Manor,OH,Ohio,Hamilton,39.1878,-84.4469,3782,2372.6
Crandall,TX,Texas,Kaufman,32.6233,-96.4525,3779,339.0
French Camp,CA,California,San Joaquin,37.8803,-121.2803,3778,454.3
North Cape May,NJ,New Jersey,Cape May,38.9804,-74.9509,3776,721.7
Brentwood,MD,Maryland,Prince George's,38.9439,-76.9571,3775,2793.1
Hunter,OH,Ohio,Warren,39.494,-84.2852,3775,699.4
Marlboro Meadows,MD,Maryland,Prince George's,38.8374,-76.7144,3773,234.7
Freeland,PA,Pennsylvania,Luzerne,41.0212,-75.8963,3773,1959.6
Plainwell,MI,Michigan,Allegan,42.4457,-85.6435,3773,736.3
Rising Sun-Lebanon,DE,Delaware,Kent,39.1,-75.5047,3772,450.4
Chinle,AZ,Arizona,Apache,36.1505,-109.5794,3771,101.7
Ballville,OH,Ohio,Sandusky,41.3224,-83.1341,3771,301.9
Taylor Creek,OH,Ohio,Hamilton,39.2362,-84.6802,3771,145.8
Horicon,WI,Wisconsin,Dodge,43.4454,-88.6403,3769,400.9
Hudson,NC,North Carolina,Caldwell,35.8478,-81.4867,3768,391.9
Oneida,TN,Tennessee,Scott,36.5171,-84.5108,3768,153.0
Forestville,CA,California,Sonoma,38.4825,-122.8899,3768,278.2
Rochester,WI,Wisconsin,Racine,42.7338,-88.2489,3765,85.2
East Sandwich,MA,Massachusetts,Barnstable,41.7365,-70.4341,3765,186.4
Goodland,KS,Kansas,Sherman,39.3489,-101.7143,3764,342.0
Avenue B and C,AZ,Arizona,Yuma,32.7192,-114.6598,3763,2019.2
Houston,MS,Mississippi,Chickasaw,33.8963,-89.0031,3763,179.3
Weston Lakes,TX,Texas,Fort Bend,29.6627,-95.9352,3763,560.1
Glenwood Landing,NY,New York,Nassau,40.8295,-73.6378,3760,1448.8
Karns,TN,Tennessee,Knox,35.9778,-84.1091,3760,485.7
Old Stine,CA,California,Kern,35.3478,-119.047,3759,2176.5
Marlboro,NY,New York,Ulster,41.6047,-73.9772,3758,288.1
Fort Branch,IN,Indiana,Gibson,38.2461,-87.5734,3758,1199.8
SUNY Oswego,NY,New York,Oswego,43.4515,-76.5439,3758,4503.3
Boonsboro,MD,Maryland,Washington,39.5078,-77.6585,3757,454.5
Aurora,IN,Indiana,Dearborn,39.0674,-84.9044,3757,463.1
Golden Beach,MD,Maryland,St. Mary's,38.49,-76.7019,3755,368.7
Dana,NC,North Carolina,Henderson,35.3239,-82.3722,3755,166.1
Hardin,MT,Montana,Big Horn,45.7422,-107.6082,3754,490.5
Sloan,NY,New York,Erie,42.8921,-78.7918,3754,1755.8
Yellow Springs,OH,Ohio,Greene,39.7987,-83.8904,3750,568.1
Delmar,MD,Maryland,Wicomico,38.445,-75.5662,3748,758.6
Boardman,OR,Oregon,Morrow,45.8378,-119.6937,3748,338.2
Highland Falls,NY,New York,Orange,41.3643,-73.9682,3747,1350.7
San Joaquin,CA,California,Fresno,36.6057,-120.1897,3743,1297.9
South Glens Falls,NY,New York,Saratoga,43.2951,-73.6351,3742,1026.6
Elma Center,NY,New York,Erie,42.8282,-78.6342,3742,234.1
Baldwin,GA,Georgia,Habersham,34.486,-83.5497,3742,275.9
Riverwoods,IL,Illinois,Lake,42.1723,-87.8951,3742,344.1
Mogadore,OH,Ohio,Summit,41.0523,-81.3994,3741,670.8
Byron,IL,Illinois,Ogle,42.1223,-89.2665,3740,299.5
Indian Rocks Beach,FL,Florida,Pinellas,27.8961,-82.8444,3740,1951.2
Val Verde Park,TX,Texas,Val Verde,29.3746,-100.8306,3740,1790.1
North River Shores,FL,Florida,Martin,27.2223,-80.2738,3739,1187.9
Northwoods,MO,Missouri,St. Louis,38.7035,-90.2824,3738,2265.2
Cotulla,TX,Texas,La Salle,28.4364,-99.2367,3737,798.9
Tabor City,NC,North Carolina,Columbus,34.1538,-78.8737,3736,463.7
Independence,MN,Minnesota,Hennepin,45.0219,-93.7076,3735,45.0
Gamewell,NC,North Carolina,Caldwell,35.864,-81.5978,3735,184.5
Burbank,WA,Washington,Walla Walla,46.2016,-118.9891,3733,174.5
Esparto,CA,California,Yolo,38.6934,-122.0241,3733,336.4
Stanley,WI,Wisconsin,Chippewa,44.9597,-90.9423,3732,332.9
Planada,CA,California,Merced,37.2902,-120.3217,3732,883.0
Juno Beach,FL,Florida,Palm Beach,26.8754,-80.0589,3730,680.0
Harrington,DE,Delaware,Kent,38.9243,-75.5707,3730,518.5
Walthourville,GA,Georgia,Liberty,31.7716,-81.6216,3729,410.8
Groesbeck,TX,Texas,Limestone,31.5259,-96.5284,3729,374.0
Romeo,MI,Michigan,Macomb,42.8049,-83.0041,3729,744.6
Rexland Acres,CA,California,Kern,35.3051,-118.997,3728,2590.7
Oliver Springs,TN,Tennessee,Anderson,36.0399,-84.3285,3727,262.0
Lake Land'Or,VA,Virginia,Caroline,38.017,-77.5593,3726,313.6
Westway,TX,Texas,El Paso,31.9603,-106.576,3726,1131.1
Walton Park,NY,New York,Orange,41.3142,-74.2237,3724,421.7
Wills Point,TX,Texas,Van Zandt,32.7093,-96.0052,3724,380.7
Lincoln Park,CO,Colorado,Fremont,38.4255,-105.2132,3724,363.0
Fort Defiance,AZ,Arizona,Apache,35.7477,-109.0674,3723,253.6
Mill Bay,AK,Alaska,Kodiak Island,57.8185,-152.3657,3719,437.7
Wyldwood,TX,Texas,Bastrop,30.1299,-97.48,3718,123.2
Chattanooga Valley,GA,Georgia,Walker,34.9241,-85.3431,3716,191.3
Geneva,FL,Florida,Seminole,28.7377,-81.1143,3716,96.0
Wheatland,CA,California,Yuba,39.0287,-121.39,3715,172.6
Nash,TX,Texas,Bowie,33.4423,-94.1345,3714,327.0
Richfield,OH,Ohio,Summit,41.2354,-81.6421,3714,157.2
Forestdale,MA,Massachusetts,Barnstable,41.6846,-70.5082,3713,379.0
Greenhills,OH,Ohio,Hamilton,39.267,-84.5194,3711,1111.2
Bardonia,NY,New York,Rockland,41.1128,-73.9822,3709,538.7
North Yelm,WA,Washington,Thurston,46.9648,-122.6027,3708,436.6
Heron Bay,GA,Georgia,Henry,33.3393,-84.1922,3705,282.5
San Diego,TX,Texas,Duval,27.7609,-98.2389,3705,825.0
Vicksburg,MI,Michigan,Kalamazoo,42.1185,-85.5413,3704,451.5
Red Bud,IL,Illinois,Randolph,38.2096,-89.9989,3704,515.8
Montrose,MN,Minnesota,Wright,45.0669,-93.9203,3703,439.5
Georgetown,IN,Indiana,Floyd,38.2954,-85.964,3703,589.4
Marietta-Alderwood,WA,Washington,Whatcom,48.7934,-122.5573,3702,229.8
Chandler,IN,Indiana,Warrick,38.0373,-87.3739,3701,486.1
Pocono Woodland Lakes,PA,Pennsylvania,Pike,41.3225,-74.8902,3700,219.5
Jamestown,NC,North Carolina,Guilford,35.9984,-79.9348,3700,554.3
Imlay City,MI,Michigan,Lapeer,43.0171,-83.0771,3699,564.7
Riverview Park,PA,Pennsylvania,Berks,40.3912,-75.9509,3699,1282.1
Jena,LA,Louisiana,LaSalle,31.6914,-92.1298,3697,238.8
Hohenwald,TN,Tennessee,Lewis,35.5515,-87.5539,3696,274.4
Ocilla,GA,Georgia,Irwin,31.5987,-83.2498,3696,556.4
Norton,VA,Virginia,Norton,36.9314,-82.6262,3696,204.9
Taylor Lake Village,TX,Texas,Harris,29.5765,-95.0561,3694,1268.7
Albia,IA,Iowa,Monroe,41.0268,-92.8038,3692,445.8
Zumbrota,MN,Minnesota,Goodhue,44.295,-92.6736,3692,472.2
Knox,IN,Indiana,Starke,41.291,-86.6212,3691,346.7
Angels,CA,California,Calaveras,38.0706,-120.5501,3691,413.4
Laureles,TX,Texas,Cameron,26.1168,-97.4875,3691,325.4
Spencerport,NY,New York,Monroe,43.1882,-77.8067,3689,1021.2
Port Vue,PA,Pennsylvania,Allegheny,40.337,-79.872,3689,1250.7
Kensington Park,FL,Florida,Sarasota,27.3578,-82.4942,3689,1394.5
Squaw Valley,CA,California,Fresno,36.6997,-119.1995,3688,21.3
Morton,MS,Mississippi,Scott,32.3455,-89.6572,3688,156.1
Dakota Dunes,SD,South Dakota,Union,42.492,-96.487,3688,505.3
Nome,AK,Alaska,Nome,64.5213,-165.4053,3685,116.7
Gatlinburg,TN,Tennessee,Sevier,35.725,-83.4938,3684,146.2
Larned,KS,Kansas,Pawnee,38.1833,-99.1012,3684,597.9
Russell,KY,Kentucky,Greenup,38.5116,-82.6996,3681,368.6
Imbéry,PR,Puerto Rico,Barceloneta,18.4371,-66.5566,3681,2155.4
Whitesboro,NY,New York,Oneida,43.124,-75.2967,3680,1333.1
Port St. Joe,FL,Florida,Gulf,29.8274,-85.3075,3680,144.4
St. Anthony,ID,Idaho,Fremont,43.9648,-111.6841,3677,712.4
Whitney,SC,South Carolina,Spartanburg,34.9835,-81.926,3676,506.1
Stilwell,OK,Oklahoma,Adair,35.8145,-94.6317,3676,455.9
Forsyth,IL,Illinois,Macon,39.9259,-88.9641,3674,428.5
Fairbury,IL,Illinois,Livingston,40.746,-88.5158,3674,769.2
Paoli,IN,Indiana,Orange,38.5572,-86.4698,3674,375.1
West Columbia,TX,Texas,Brazoria,29.1422,-95.6491,3674,573.1
Cambrian Park,CA,California,Santa Clara,37.2563,-121.9287,3674,1907.9
Edgecliff Village,TX,Texas,Tarrant,32.6561,-97.3406,3672,974.4
Barceloneta,PR,Puerto Rico,Barceloneta,18.453,-66.5381,3671,1592.5
Emmetsburg,IA,Iowa,Palo Alto,43.1145,-94.68,3670,377.3
Barrett,TX,Texas,Harris,29.8671,-95.0537,3668,204.7
Rutherfordton,NC,North Carolina,Rutherford,35.3642,-81.9613,3668,381.5
Lake California,CA,California,Tehama,40.3608,-122.2102,3668,200.4
Kitty Hawk,NC,North Carolina,Dare,36.0717,-75.7184,3664,168.3
Ridgeland,SC,South Carolina,Jasper,32.4681,-80.9178,3664,31.2
Fetters Hot Springs-Agua Caliente,CA,California,Sonoma,38.3274,-122.4871,3664,939.3
Hazlehurst,MS,Mississippi,Copiah,31.8646,-90.3929,3662,331.2
Melody Hill,IN,Indiana,Vanderburgh,38.024,-87.512,3662,982.2
Lawrenceville,NJ,New Jersey,Mercer,40.3018,-74.7378,3661,1302.7
Marianna,AR,Arkansas,Lee,34.7736,-90.7674,3660,370.9
Southgate,KY,Kentucky,Campbell,39.0631,-84.4715,3660,1047.8
Tangerine,FL,Florida,Orange,28.759,-81.6341,3659,249.8
Roselawn,IN,Indiana,Newton,41.1535,-87.2881,3659,168.8
Campanilla,PR,Puerto Rico,Toa Baja,18.4225,-66.2391,3659,2891.8
Honea Path,SC,South Carolina,Anderson,34.4476,-82.395,3659,412.4
Thorndale,PA,Pennsylvania,Chester,39.9991,-75.7517,3658,771.0
Ladonia,AL,Alabama,Russell,32.4609,-85.0877,3657,445.3
Eastover,NC,North Carolina,Cumberland,35.0959,-78.7862,3657,127.5
Maiden,NC,North Carolina,Catawba,35.5845,-81.224,3657,226.3
Gunnison,UT,Utah,Sanpete,39.1569,-111.8135,3656,283.1
Bloomer,WI,Wisconsin,Chippewa,45.1033,-91.4915,3654,457.7
Minoa,NY,New York,Onondaga,43.0742,-76.0083,3653,1007.5
Thomasville,AL,Alabama,Clarke,31.911,-87.7419,3653,171.4
Alturas,FL,Florida,Polk,27.8417,-81.6952,3651,27.0
Lowell,NC,North Carolina,Gaston,35.2688,-81.1013,3650,522.2
Manila,AR,Arkansas,Mississippi,35.8847,-90.1652,3650,341.5
Eastland,TX,Texas,Eastland,32.4024,-98.8176,3647,341.9
Manchester,GA,Georgia,Meriwether,32.8565,-84.6329,3647,191.9
Franklinton,LA,Louisiana,Washington,30.848,-90.1459,3646,327.7
Camden,TN,Tennessee,Benton,36.0663,-88.1047,3646,244.0
Umatilla,FL,Florida,Lake,28.9273,-81.665,3646,410.1
Harrisburg,OR,Oregon,Linn,44.2719,-123.1656,3645,1063.3
North Brooksville,FL,Florida,Hernando,28.5731,-82.3744,3644,193.4
Kennesaw State University,GA,Georgia,Cobb,34.0379,-84.5826,3643,3513.1
Stanford,KY,Kentucky,Lincoln,37.5331,-84.6602,3643,319.7
Carefree,AZ,Arizona,Maricopa,33.8234,-111.9161,3642,169.3
Grand Mound,WA,Washington,Thurston,46.8018,-123.0118,3642,368.2
South Toms River,NJ,New Jersey,Ocean,39.9418,-74.2087,3641,1226.2
Barron,WI,Wisconsin,Barron,45.4015,-91.8476,3641,437.8
Hayfork,CA,California,Trinity,40.561,-123.1298,3639,13.8
Omro,WI,Wisconsin,Winnebago,44.0391,-88.7378,3639,567.5
Deer Park,IL,Illinois,Lake,42.1655,-88.0864,3638,423.1
Woodstown,NJ,New Jersey,Salem,39.6503,-75.3251,3638,844.6
Vandenberg AFB,CA,California,Santa Barbara,34.7477,-120.519,3638,62.9
Sweeny,TX,Texas,Brazoria,29.0463,-95.6988,3638,712.0
Auburn Lake Trails,CA,California,El Dorado,38.8916,-120.9849,3637,106.0
Surf City,NC,North Carolina,Pender,34.4346,-77.5644,3637,161.8
Cedar Springs,MI,Michigan,Kent,43.2201,-85.5535,3635,731.1
Lake Panasoffkee,FL,Florida,Sumter,28.785,-82.1258,3631,363.6
Piggott,AR,Arkansas,Clay,36.3858,-90.2016,3629,257.7
